CD4,CD8b,CD3,CD8,cluster_label
465,116,456,165,0
228,122,127,217,3
272,267,190,254,3
125,82,126,65,2
234,243,138,486,9
285,216,179,186,3
323,184,98,272,3
148,141,25,267,2
202,123,96,110,3
102,57,58,179,2
219,142,105,122,3
562,526,469,770,1
285,220,188,247,3
245,175,127,153,3
319,247,168,233,3
306,230,160,172,3
294,162,122,148,3
274,163,315,121,0
277,154,108,316,3
38,3,17,422,5
297,234,161,385,9
310,193,170,116,3
281,233,187,319,3
213,162,168,2,3
194,223,203,45,3
236,172,76,3,3
250,218,112,236,3
472,277,298,229,10
397,351,252,301,3
218,203,295,86,3
244,139,29,173,3
137,52,116,226,2
259,64,220,194,0
131,37,156,125,2
259,156,176,198,3
426,149,418,145,0
459,521,445,745,1
271,281,325,594,9
121,11,52,584,5
129,166,64,126,2
287,109,222,207,0
133,109,66,254,2
285,258,101,262,3
216,211,134,190,3
338,215,197,92,3
240,150,183,235,3
335,288,234,251,3
267,168,98,178,3
230,214,44,226,3
223,102,109,206,3
298,191,66,253,3
109,104,41,140,2
189,195,195,187,3
242,196,219,35,3
66,26,354,143,8
228,161,81,7,3
277,215,172,268,3
279,99,257,126,0
350,488,380,739,1
487,423,346,378,3
176,136,7,100,3
254,217,183,261,3
313,488,358,694,1
325,184,328,144,0
270,281,355,670,9
294,225,137,231,3
212,224,90,145,3
168,402,279,705,6
300,230,189,205,3
289,254,218,191,3
325,457,361,663,1
266,146,100,190,3
431,363,332,440,3
245,101,184,57,0
261,222,125,629,9
237,198,91,271,3
280,172,360,296,9
468,51,473,200,0
192,189,122,73,3
280,204,176,226,3
161,109,74,199,2
414,66,407,238,0
373,282,263,337,3
284,172,139,193,3
276,208,151,245,3
278,177,93,197,3
203,216,108,148,3
351,114,330,187,0
279,205,140,163,3
317,159,193,112,3
201,173,119,258,3
139,29,68,498,5
306,197,237,264,3
325,201,206,146,3
264,138,108,138,3
293,200,185,216,3
216,94,189,229,3
181,158,97,223,3
318,191,73,144,3
259,217,193,191,3
286,168,122,149,3
203,180,61,171,3
266,105,243,142,0
150,88,38,469,5
74,35,71,41,2
315,260,231,253,3
289,450,311,659,1
171,116,4,495,5
251,170,80,169,3
191,47,53,209,2
286,229,175,134,3
119,32,419,12,8
244,126,68,211,3
252,193,146,238,3
291,214,183,288,3
441,220,284,257,10
311,250,198,320,3
276,262,243,271,3
108,103,246,539,8
287,224,213,230,3
412,350,351,351,3
110,285,159,591,6
62,118,106,341,2
136,153,46,302,2
236,241,234,163,3
318,264,138,297,3
468,223,315,263,10
234,151,108,241,3
250,170,169,179,3
268,268,202,335,3
306,233,224,253,3
271,240,214,290,3
270,231,148,237,3
431,276,379,260,10
431,2,341,211,0
305,200,33,178,3
129,150,280,644,8
226,176,197,311,3
372,282,374,314,10
269,216,146,213,3
175,69,113,104,2
265,154,47,205,3
235,445,373,767,1
94,110,19,590,5
243,140,45,134,3
299,244,120,199,3
217,118,50,146,3
203,478,432,674,6
197,150,177,225,3
250,139,168,109,3
277,188,55,202,3
330,196,146,199,3
237,135,156,154,3
288,163,117,132,3
293,212,127,283,3
91,270,215,595,6
268,204,170,196,3
172,183,120,141,3
174,96,148,236,2
258,261,211,656,9
304,228,92,266,3
261,143,199,217,3
200,113,44,272,2
321,281,184,303,3
407,302,232,314,3
263,216,179,193,3
259,205,110,276,3
242,370,306,621,1
319,233,244,290,3
254,195,217,243,3
355,281,246,213,3
319,230,98,170,3
120,145,93,454,5
317,156,101,173,3
284,48,232,257,0
241,172,119,117,3
324,151,384,235,0
174,53,32,279,2
149,64,308,137,8
134,287,265,653,6
224,127,56,214,3
254,215,83,270,3
152,73,69,188,2
146,103,18,468,5
172,152,130,172,3
175,144,104,231,3
82,315,205,677,6
246,190,24,153,3
317,192,155,229,3
275,220,176,223,3
219,172,119,230,3
252,167,128,205,3
233,183,81,251,3
306,182,136,371,3
189,184,79,108,3
280,213,77,153,3
107,148,65,314,2
106,54,26,451,5
370,219,160,133,3
228,183,118,181,3
223,209,146,144,3
258,215,60,152,3
277,186,146,286,3
308,282,243,252,3
277,212,184,211,3
265,172,103,219,3
275,144,153,16,3
252,146,101,221,3
196,178,6,298,3
173,129,135,235,2
170,415,170,615,6
292,167,2,187,3
198,138,18,299,2
408,318,289,324,3
292,237,173,236,3
35,85,108,255,2
240,218,110,255,3
282,196,168,63,3
280,197,107,320,3
263,205,142,262,3
273,139,43,255,3
214,42,210,21,0
292,84,96,162,3
251,201,153,128,3
167,105,101,92,2
315,172,168,208,3
268,186,136,172,3
104,87,52,111,2
127,83,522,469,8
83,322,423,602,6
104,96,144,277,2
291,239,185,137,3
333,47,294,142,0
159,101,96,373,5
193,114,1,77,3
365,273,199,251,3
314,177,176,242,3
237,54,155,111,0
267,223,185,233,3
206,182,91,270,3
283,258,217,224,3
304,180,146,201,3
50,278,77,602,6
350,464,316,679,1
356,337,239,337,3
263,118,164,141,3
273,213,106,222,3
199,174,177,74,3
428,228,362,112,10
298,173,219,141,3
205,191,53,234,3
180,170,63,94,3
234,175,49,11,3
297,230,178,409,9
140,9,18,338,5
241,234,66,89,3
237,134,42,254,3
337,239,233,456,9
317,148,93,108,3
337,188,143,175,3
319,230,160,230,3
277,232,221,222,3
389,315,278,354,3
232,166,114,95,3
335,75,232,32,0
147,138,420,701,8
125,67,105,379,5
101,186,107,243,2
74,89,9,481,5
196,176,86,172,3
413,438,369,678,1
271,192,117,145,3
238,207,99,290,3
260,154,172,207,3
243,193,47,132,3
230,174,34,217,3
246,174,155,65,3
320,171,109,193,3
331,304,245,175,3
286,197,163,223,3
245,209,167,197,3
247,176,98,215,3
305,28,271,198,0
114,41,35,217,2
452,279,393,518,9
345,304,214,316,3
73,85,58,61,2
287,165,67,198,3
300,241,321,199,9
127,111,112,423,5
299,217,151,247,3
140,114,82,524,5
246,176,154,224,3
160,159,35,519,5
182,183,51,185,3
271,202,160,265,3
322,256,236,208,3
61,91,49,267,2
189,90,6,185,2
254,210,101,293,3
236,38,133,183,3
340,284,223,349,3
415,244,298,226,10
262,174,162,139,3
221,234,43,191,3
267,184,219,156,3
192,142,94,22,3
162,93,5,500,5
191,189,178,262,3
251,199,139,101,3
279,257,231,370,3
250,205,136,216,3
124,104,99,81,2
287,185,165,98,3
208,134,151,90,3
317,106,139,153,3
202,208,141,36,3
181,250,99,590,6
204,101,162,162,3
229,193,146,207,3
245,165,115,145,3
221,267,31,150,3
258,133,322,187,0
310,89,179,194,0
154,128,69,248,2
183,52,29,527,5
395,316,241,318,3
365,285,152,321,3
241,214,167,212,3
307,311,210,289,3
251,222,144,166,3
275,480,398,708,1
260,244,224,436,9
228,204,97,225,3
258,243,145,312,3
203,207,115,190,3
274,119,64,113,3
244,185,75,62,3
258,160,119,196,3
320,204,185,217,3
337,279,241,239,3
189,176,56,258,3
366,157,256,197,0
325,251,218,266,3
274,145,163,109,3
239,153,129,172,3
233,163,129,221,3
372,72,343,18,0
264,57,216,153,0
224,210,180,417,9
184,108,184,445,5
252,219,154,213,3
134,125,72,274,2
378,44,290,60,0
244,135,105,261,3
243,217,197,226,3
215,184,133,153,3
124,63,382,224,8
122,61,42,250,2
221,191,191,148,3
164,112,97,198,2
421,583,430,743,1
209,169,187,186,3
223,29,74,224,2
210,79,94,158,3
246,181,145,132,3
389,85,316,91,0
321,160,182,155,3
213,153,78,140,3
147,77,109,169,2
272,201,142,338,3
268,184,70,212,3
145,143,63,144,2
187,113,9,589,5
315,59,215,1,0
330,166,156,251,3
230,164,65,134,3
110,175,73,427,5
258,180,138,214,3
150,91,92,161,2
281,239,156,270,3
215,170,72,149,3
274,224,123,129,3
277,273,224,286,3
365,138,139,70,3
296,282,222,260,3
315,208,162,286,3
285,221,198,291,3
293,178,141,157,3
72,113,305,548,8
115,55,51,665,5
382,155,255,188,0
235,151,153,179,3
386,323,276,400,3
242,201,142,168,3
315,82,319,192,0
118,433,397,734,6
208,206,5,222,3
304,155,147,20,3
268,94,99,141,3
149,81,75,419,5
211,157,154,165,3
93,73,118,143,2
326,242,78,204,3
306,132,236,129,0
308,202,189,199,3
252,327,388,732,9
195,147,100,182,3
289,161,102,260,3
234,186,93,108,3
253,179,136,158,3
272,197,150,262,3
274,188,43,165,3
69,75,235,467,8
317,167,47,180,3
234,189,15,179,3
260,159,49,117,3
285,492,347,723,1
297,200,103,24,3
249,92,7,173,3
293,173,158,271,3
336,286,159,324,3
110,221,447,486,8
284,178,180,198,3
133,99,41,345,5
222,220,113,74,3
208,143,54,128,3
225,135,111,207,3
100,42,53,569,5
337,65,237,73,0
239,142,121,231,3
265,434,309,651,1
253,190,159,249,3
240,111,35,210,3
462,210,324,234,10
217,174,103,199,3
261,190,95,137,3
96,10,32,492,5
134,291,311,515,6
112,300,258,595,6
342,278,280,257,3
405,131,254,291,0
243,188,128,30,3
377,319,364,607,9
250,198,90,210,3
101,131,104,172,2
353,282,269,223,3
312,190,106,287,3
242,113,136,151,3
301,249,223,215,3
259,312,224,586,1
214,203,107,210,3
278,70,278,125,0
339,245,200,317,3
251,455,299,636,1
99,117,70,598,5
241,166,99,156,3
278,221,185,231,3
176,111,119,109,3
248,176,202,158,3
409,332,462,406,9
197,44,87,345,2
331,216,154,240,3
399,336,304,415,3
495,525,415,667,1
454,364,364,355,10
219,153,105,128,3
25,6,347,290,8
199,115,138,405,5
304,279,174,265,3
279,171,132,236,3
188,49,85,324,2
284,177,130,156,3
243,152,150,166,3
133,82,53,421,5
433,400,311,435,3
280,247,16,257,3
297,317,166,245,3
229,194,129,206,3
363,294,243,238,3
276,186,139,181,3
293,132,314,229,0
228,180,140,125,3
104,96,107,202,2
327,286,260,329,3
330,264,170,279,3
289,216,123,179,3
474,305,429,405,10
370,136,310,184,0
274,235,203,218,3
257,136,72,32,3
228,230,116,141,3
318,191,139,171,3
297,127,97,136,3
30,45,58,164,2
246,61,92,143,3
132,440,454,578,6
320,290,156,292,3
260,204,126,232,3
188,92,93,120,2
422,205,281,227,10
193,120,108,219,3
84,28,87,625,5
240,149,80,162,3
291,208,114,218,3
242,180,135,242,3
304,408,338,639,1
121,58,100,366,5
296,222,167,243,3
140,148,113,289,2
242,147,155,257,3
246,113,186,106,0
254,194,145,138,3
314,161,186,63,3
252,156,57,163,3
338,223,186,276,3
262,222,22,345,3
444,312,292,282,3
436,5,447,140,0
393,173,368,249,10
250,142,67,190,3
232,249,198,314,3
141,446,317,678,6
400,293,226,238,3
239,141,91,183,3
330,505,433,706,1
293,86,263,200,0
265,63,199,223,0
209,102,124,93,3
333,198,104,138,3
270,46,313,207,0
354,15,369,168,0
282,127,92,226,3
478,167,395,223,10
315,288,206,509,9
334,286,260,230,3
423,345,298,346,3
303,194,205,285,3
266,149,177,162,3
334,159,6,154,3
306,193,41,209,3
441,137,397,137,0
305,195,100,168,3
291,200,82,182,3
294,138,1,250,3
219,135,134,137,3
252,147,105,233,3
312,163,105,159,3
262,211,136,195,3
202,331,285,572,6
279,15,19,254,2
242,148,101,194,3
142,301,209,642,6
229,140,130,197,3
335,100,368,127,0
217,138,66,170,3
279,163,73,169,3
194,289,376,638,6
238,197,130,127,3
309,106,352,53,0
388,270,195,296,3
363,253,183,211,3
469,247,383,265,10
241,156,172,245,3
289,214,98,73,3
266,237,114,234,3
228,117,179,132,3
232,198,69,150,3
285,147,121,133,3
256,40,181,183,0
129,119,188,243,2
141,438,332,688,6
183,108,106,185,3
153,79,73,214,2
93,21,299,98,8
272,160,73,116,3
446,84,296,231,0
264,241,136,232,3
183,123,68,287,2
418,236,364,79,10
264,180,134,170,3
142,63,249,600,8
329,211,207,278,3
233,141,139,88,3
443,451,395,660,1
182,272,309,480,9
443,202,330,228,10
355,101,256,87,0
275,185,122,115,3
231,218,71,217,3
224,128,65,125,3
91,1,173,200,2
236,225,189,222,3
265,240,246,287,3
26,114,76,178,2
224,170,159,269,3
262,568,448,774,1
324,68,309,217,0
267,250,291,247,9
228,170,97,235,3
277,237,198,274,3
232,160,135,189,3
245,114,69,227,3
107,130,49,362,5
211,222,74,293,3
241,130,162,245,3
146,92,98,102,2
228,116,106,142,3
259,83,282,179,0
380,343,451,528,9
288,260,179,252,3
278,179,133,213,3
249,189,127,205,3
182,119,42,169,2
252,133,173,217,3
212,193,187,172,3
303,228,176,69,3
297,116,112,222,3
225,195,157,71,3
274,138,127,236,3
127,288,222,600,6
401,262,310,338,10
213,212,100,160,3
293,233,197,111,3
376,303,269,377,3
375,97,339,95,0
332,282,217,320,3
246,149,163,226,3
276,193,128,64,3
96,30,36,470,5
116,182,311,741,8
254,195,114,72,3
143,54,377,415,8
359,532,417,685,1
310,244,192,289,3
108,332,276,648,6
110,65,13,399,5
237,154,99,78,3
327,214,117,488,9
226,220,188,172,3
411,485,396,703,1
112,74,102,201,2
102,37,56,120,2
217,160,103,140,3
145,459,348,684,6
261,167,174,213,3
319,467,328,653,1
220,65,78,209,3
232,64,83,169,3
253,155,106,107,3
174,115,11,286,2
237,211,178,249,3
298,232,128,172,3
253,205,179,208,3
169,304,265,178,9
243,155,83,65,3
295,170,38,269,3
383,192,151,286,3
225,149,180,181,3
505,225,418,102,10
319,271,249,214,3
424,302,341,309,10
315,228,127,190,3
313,446,308,702,1
151,112,130,430,5
264,196,152,226,3
308,246,222,150,3
236,210,180,122,3
266,284,279,333,9
246,193,128,110,3
355,85,288,133,0
381,23,382,104,0
378,309,215,395,3
318,320,220,339,3
287,185,93,210,3
408,76,256,206,0
230,384,270,634,1
472,89,428,580,9
190,199,43,198,3
187,96,51,492,5
278,193,94,188,3
381,270,169,301,3
276,183,108,179,3
211,78,297,97,0
251,168,137,84,3
137,319,220,604,6
417,413,346,755,1
340,238,128,153,3
206,192,177,98,3
527,271,489,251,10
212,112,130,197,3
86,106,329,41,8
483,341,429,375,10
154,88,140,125,2
272,188,194,89,3
486,273,310,231,10
186,153,77,506,5
142,113,76,146,2
168,90,5,151,2
190,108,108,230,3
413,352,322,441,3
295,197,115,181,3
490,187,459,237,10
279,185,210,226,3
197,187,81,230,3
244,162,144,170,3
305,180,113,199,3
231,175,123,67,3
345,90,302,133,0
244,221,41,204,3
243,248,168,246,3
365,76,287,179,0
278,36,313,88,0
298,220,171,285,3
287,180,139,153,3
84,99,11,130,2
464,231,423,123,10
178,86,122,59,2
288,156,114,282,3
61,25,6,76,2
107,37,417,234,8
176,116,149,524,5
238,102,261,161,0
546,327,462,331,10
131,14,26,224,2
223,122,121,61,3
279,204,77,228,3
265,207,165,194,3
297,80,244,136,0
292,225,173,206,3
274,252,94,121,3
469,344,358,375,10
345,68,312,90,0
271,156,145,207,3
359,236,131,216,3
370,257,146,253,3
162,149,79,166,3
419,287,264,274,3
328,220,210,214,3
262,181,174,205,3
213,179,158,166,3
230,165,151,29,3
207,155,127,111,3
198,132,93,122,3
100,38,89,593,5
237,172,193,141,3
286,142,60,196,3
234,166,137,216,3
244,212,41,250,3
99,53,34,500,5
309,225,112,250,3
455,110,399,157,0
160,119,336,130,8
237,245,162,316,3
117,63,98,171,2
305,165,134,200,3
264,239,192,148,3
348,253,224,266,3
365,293,244,238,3
218,174,195,221,3
179,162,173,177,3
272,176,39,190,3
280,238,251,163,3
274,150,148,168,3
191,87,83,496,5
236,137,139,8,3
301,102,227,189,0
227,172,122,181,3
224,173,132,203,3
281,190,176,85,3
294,201,202,158,3
264,108,175,202,3
246,159,156,86,3
268,180,171,159,3
332,287,269,280,3
198,181,78,214,3
255,153,164,183,3
358,355,371,473,9
234,145,36,165,3
194,177,82,202,3
142,137,93,264,2
272,189,160,163,3
408,391,361,760,1
220,203,110,277,3
292,451,335,620,1
235,155,98,192,3
202,187,169,183,3
361,260,229,242,3
343,204,229,275,3
248,119,117,156,3
325,138,33,204,3
295,248,196,290,3
149,140,47,504,5
257,212,95,251,3
406,375,432,497,9
213,211,60,214,3
269,142,287,191,0
489,327,401,247,10
237,192,122,198,3
216,110,53,211,3
446,441,396,269,9
274,269,204,234,3
128,60,2,575,5
212,425,306,695,1
237,197,104,223,3
346,245,171,271,3
230,190,134,171,3
159,93,95,270,2
253,36,197,241,0
152,163,84,323,2
303,165,184,235,3
211,85,73,578,5
263,172,133,159,3
132,79,117,150,2
303,449,355,656,1
86,49,5,589,5
275,163,180,243,3
375,44,327,175,0
334,120,326,151,0
311,259,244,220,3
168,117,138,91,3
232,174,8,175,3
286,214,130,68,3
341,455,324,684,1
503,259,425,323,10
227,173,185,143,3
60,66,106,192,2
64,106,41,79,2
263,301,248,161,9
455,145,404,41,0
283,174,139,135,3
320,234,225,272,3
366,243,189,308,3
221,150,122,54,3
255,138,90,227,3
119,39,25,286,2
104,134,49,259,2
228,16,155,86,0
438,77,353,101,0
408,375,340,396,3
292,119,273,178,0
351,289,194,224,3
267,211,185,148,3
252,146,102,181,3
270,90,25,24,3
437,50,333,187,0
407,369,288,380,3
290,197,128,248,3
375,283,420,625,9
365,300,420,262,9
274,201,132,90,3
253,185,160,212,3
309,192,135,156,3
344,259,218,320,3
272,202,119,245,3
253,154,110,205,3
291,210,174,281,3
320,162,130,249,3
219,132,182,160,3
258,182,158,110,3
218,151,121,159,3
95,3,466,428,8
296,256,208,197,3
262,179,189,173,3
453,109,277,190,0
364,59,224,8,0
385,302,268,354,3
375,69,282,91,0
356,344,272,378,3
300,41,266,218,0
407,331,275,361,3
463,230,366,246,10
68,87,10,191,2
391,88,254,152,0
253,159,124,203,3
213,185,156,193,3
422,358,295,377,3
414,86,223,174,0
220,87,139,1,3
299,252,124,252,3
127,513,415,660,6
263,93,147,84,0
234,144,42,95,3
402,39,307,147,0
523,560,486,779,1
120,117,146,411,5
361,281,198,273,3
233,140,101,203,3
227,145,189,189,3
284,194,114,334,3
132,153,61,423,5
296,415,447,674,9
321,334,288,617,1
280,180,199,141,3
394,103,332,161,0
221,136,234,173,0
344,81,297,14,0
199,177,54,55,3
137,101,33,594,5
211,97,104,240,3
145,269,246,268,9
318,75,256,113,0
124,32,9,670,5
153,436,403,646,6
327,91,86,62,0
193,221,48,202,3
240,165,199,223,3
69,449,320,737,6
486,529,470,782,1
228,194,140,40,3
208,155,42,206,3
219,181,84,239,3
333,227,159,215,3
188,201,22,170,3
306,300,236,314,3
246,165,55,138,3
95,106,110,236,2
347,426,369,744,1
278,115,144,204,3
365,461,343,646,1
159,83,96,523,5
154,59,16,8,2
327,274,189,265,3
196,123,111,241,3
232,165,130,116,3
224,158,166,2,3
379,81,307,102,0
109,67,25,104,2
233,116,123,210,3
297,133,127,215,3
482,365,394,361,10
216,182,78,149,3
432,471,373,706,1
114,511,382,714,6
209,179,100,191,3
317,216,239,254,3
209,173,90,154,3
259,214,120,65,3
261,164,210,167,3
129,80,100,420,5
349,249,228,270,3
402,282,239,297,3
493,290,436,295,10
131,99,316,441,8
296,194,175,253,3
136,136,417,443,8
435,388,321,406,3
290,111,76,190,3
327,190,83,152,3
407,492,350,691,1
141,546,488,683,6
158,128,83,29,3
177,84,89,206,2
136,95,24,178,2
324,289,507,466,9
236,218,98,376,3
410,380,498,436,9
226,173,128,228,3
244,102,131,206,3
494,395,487,463,10
133,15,119,345,5
248,231,191,172,3
263,449,354,637,1
440,70,290,92,0
244,196,57,205,3
98,115,140,211,2
378,479,342,722,1
257,202,68,301,3
308,74,360,234,0
294,102,165,222,3
272,132,257,41,0
141,62,59,280,2
100,112,394,71,8
284,117,113,126,3
206,181,178,93,3
106,445,436,760,6
207,161,98,254,3
260,50,188,87,0
283,159,82,138,3
164,23,82,178,2
251,229,117,277,3
268,224,33,255,3
242,140,132,174,3
254,146,205,278,3
248,112,36,67,3
267,184,205,81,3
280,208,147,189,3
189,184,38,219,3
234,242,115,224,3
292,222,339,620,9
252,230,196,346,3
270,157,101,75,3
295,284,216,265,3
112,71,106,111,2
238,110,96,166,3
143,146,123,425,5
243,145,49,221,3
364,150,383,217,0
224,165,79,113,3
296,163,115,195,3
365,151,336,242,0
281,124,72,106,3
336,308,271,312,3
250,146,85,144,3
251,209,156,293,3
203,198,147,215,3
208,162,199,250,3
222,155,169,229,3
227,199,73,220,3
237,188,193,164,3
305,127,172,246,3
284,159,304,328,9
191,104,52,131,3
286,93,126,202,3
400,76,316,219,0
373,357,332,572,1
245,79,105,246,3
176,32,87,354,5
137,443,352,691,6
240,130,36,111,3
371,535,416,678,1
250,179,166,87,3
218,164,123,204,3
282,160,209,104,3
267,231,62,173,3
252,207,171,174,3
273,130,186,226,3
406,76,323,167,0
241,250,143,362,3
232,218,92,119,3
326,94,217,177,0
204,192,111,30,3
493,428,406,598,1
308,222,292,532,9
159,150,83,314,2
263,224,226,227,3
253,145,155,227,3
228,125,35,135,3
128,79,113,663,5
295,147,139,238,3
233,122,192,228,3
159,412,293,693,6
237,166,1,210,3
240,198,183,231,3
106,159,88,355,5
245,221,195,202,3
159,29,298,315,8
301,428,323,733,1
17,81,108,225,2
235,166,136,235,3
145,38,44,204,2
270,187,203,159,3
222,171,132,159,3
329,229,340,346,9
254,263,181,265,3
416,324,314,671,1
68,42,90,114,2
222,197,185,236,3
293,17,225,150,0
307,182,93,123,3
397,443,294,680,1
229,201,42,103,3
250,164,64,153,3
165,114,117,406,5
310,267,243,246,3
184,209,118,183,3
140,112,14,659,5
288,290,244,321,3
203,192,121,219,3
278,200,98,241,3
520,548,472,721,1
373,414,280,706,1
336,485,373,739,1
319,203,229,337,9
98,317,186,607,6
232,204,59,163,3
142,413,293,607,6
248,204,171,116,3
182,168,48,507,5
89,29,37,195,2
461,344,409,288,10
271,108,262,124,0
265,221,165,116,3
238,128,212,164,0
230,191,122,214,3
311,153,185,201,3
255,164,143,117,3
204,107,113,187,3
296,276,227,239,3
303,184,107,167,3
443,593,484,821,1
170,103,13,598,5
278,223,126,85,3
336,176,231,233,3
256,211,181,251,3
235,198,79,201,3
262,204,142,200,3
181,51,26,42,2
211,148,151,119,3
253,119,86,203,3
184,434,298,678,6
363,363,341,678,1
244,172,187,99,3
351,242,208,302,3
207,308,263,625,6
244,204,114,176,3
402,20,266,157,0
299,178,146,176,3
285,205,107,180,3
282,239,124,458,9
120,56,51,128,2
225,188,102,253,3
249,170,102,139,3
207,145,34,116,3
580,257,546,102,10
317,193,163,207,3
297,220,154,46,3
252,144,149,242,3
292,195,175,148,3
186,408,239,683,6
381,318,233,565,9
192,201,173,139,3
275,181,175,153,3
163,50,375,454,8
245,397,280,675,1
266,198,178,228,3
291,133,96,87,3
210,124,107,127,3
124,156,354,305,8
111,105,62,426,5
419,71,329,144,0
139,98,121,85,2
537,417,478,634,1
237,222,171,170,3
261,239,176,275,3
206,188,89,206,3
264,136,83,135,3
272,159,57,240,3
246,185,111,253,3
206,159,112,210,3
132,345,329,595,6
389,283,251,282,3
157,111,503,534,8
518,362,509,442,10
240,131,53,259,3
372,472,364,767,1
200,136,175,324,3
288,172,149,74,3
227,203,74,153,3
274,223,156,97,3
282,182,195,253,3
321,272,245,162,3
259,110,4,226,3
365,446,327,764,1
268,427,307,707,1
271,187,108,245,3
519,407,425,648,1
167,423,263,673,6
232,243,162,248,3
258,215,121,255,3
154,86,48,492,5
272,130,106,180,3
305,234,144,176,3
145,409,226,639,6
287,203,129,121,3
231,133,71,212,3
21,158,43,458,5
109,30,3,198,2
377,124,305,126,0
286,169,79,215,3
312,78,192,190,0
226,346,356,579,6
266,205,142,226,3
131,65,72,212,2
251,201,151,229,3
231,173,109,159,3
260,162,134,187,3
225,123,153,221,3
253,117,53,144,3
404,321,248,361,3
315,268,198,229,3
47,116,87,262,2
290,130,131,134,3
329,83,277,80,0
280,56,266,97,0
231,159,4,196,3
232,197,91,217,3
319,128,104,169,3
135,80,45,109,2
289,378,359,516,9
228,143,77,112,3
136,158,118,127,2
472,518,432,731,1
326,210,160,284,3
407,365,296,356,3
72,59,46,437,5
274,166,127,175,3
243,213,166,223,3
106,261,401,696,6
215,227,61,178,3
304,176,161,187,3
406,141,407,205,0
260,156,61,212,3
448,94,399,153,0
289,254,219,625,9
309,173,89,172,3
136,144,99,638,5
264,188,125,271,3
415,342,311,275,3
302,123,180,324,9
392,277,221,312,3
202,159,151,140,3
273,190,136,195,3
398,19,373,119,0
114,126,4,642,5
449,384,387,515,9
201,113,53,203,3
196,131,29,220,3
296,73,251,84,0
384,316,266,320,3
243,132,146,233,3
230,139,80,226,3
324,208,104,503,9
438,240,335,267,10
245,207,128,295,3
114,247,297,629,6
182,161,95,127,3
456,154,437,18,0
98,73,31,452,5
294,184,155,266,3
115,83,419,704,8
398,317,244,325,3
342,94,187,106,0
265,217,154,205,3
366,114,403,30,0
209,175,56,151,3
263,125,7,35,3
243,174,157,163,3
360,111,350,54,0
232,262,220,378,9
44,113,412,351,8
274,187,125,217,3
259,123,125,125,3
434,375,309,356,3
292,215,225,300,3
341,66,349,142,0
100,24,1,253,2
23,91,337,431,8
275,232,70,171,3
276,170,170,233,3
477,128,459,217,0
282,190,149,208,3
227,187,154,101,3
310,218,17,192,3
196,196,79,181,3
263,152,264,28,0
298,151,185,171,3
216,187,138,300,3
310,264,92,565,9
487,433,467,725,1
285,211,167,182,3
292,170,83,284,3
306,136,100,177,3
311,163,205,383,9
223,135,32,239,3
194,18,55,64,2
185,189,134,187,3
255,159,184,173,3
240,167,110,188,3
518,338,374,303,10
382,384,280,568,1
41,112,7,347,5
156,96,423,606,8
294,196,146,280,3
381,130,218,96,0
404,184,290,482,9
253,199,180,226,3
234,152,85,26,3
293,124,102,212,3
188,159,181,167,3
247,177,197,202,3
122,70,417,170,8
301,75,145,216,0
233,168,149,213,3
145,188,148,337,9
237,192,149,107,3
212,127,92,62,3
299,115,142,160,3
304,289,274,348,3
237,179,219,174,3
242,198,86,195,3
307,85,38,88,3
263,207,130,157,3
245,174,39,240,3
397,383,316,606,1
245,185,186,246,3
245,109,157,174,3
161,366,191,635,6
318,244,149,171,3
267,248,181,280,3
283,344,273,623,1
303,233,254,247,3
160,168,55,251,2
227,158,118,72,3
276,167,145,156,3
148,91,87,479,5
122,319,365,578,6
65,97,110,182,2
341,270,167,227,3
255,184,118,150,3
376,197,199,133,3
462,356,293,361,3
314,281,199,362,3
266,141,103,76,3
289,355,373,777,9
371,147,299,192,0
324,156,120,218,3
155,178,62,367,5
244,199,177,253,3
259,148,140,278,3
437,455,401,790,1
262,100,230,99,0
40,397,293,655,6
275,151,87,199,3
200,128,63,62,3
229,210,179,153,3
66,65,58,520,5
285,201,145,247,3
374,306,209,322,3
538,435,506,570,9
249,109,96,200,3
269,123,238,67,0
173,114,84,33,3
142,421,345,665,6
242,170,21,117,3
356,296,180,367,3
22,132,23,184,2
341,204,241,212,3
301,181,207,199,3
212,135,214,218,3
377,36,328,17,0
257,158,113,155,3
227,165,198,210,3
265,158,148,195,3
288,16,195,14,0
427,369,301,377,3
478,436,428,657,1
117,154,61,197,2
186,173,132,258,3
183,66,113,331,2
273,191,162,88,3
321,397,344,680,1
220,170,139,259,3
436,563,474,763,1
172,150,135,154,3
386,432,409,658,1
261,117,173,147,3
311,435,389,616,1
274,144,172,123,3
247,162,196,161,3
210,91,92,257,2
273,95,257,262,0
343,244,217,235,3
257,185,125,218,3
325,122,149,40,3
231,109,108,112,3
142,87,23,254,2
213,380,420,616,6
360,37,249,158,0
204,213,183,242,3
287,226,208,316,3
280,218,166,241,3
115,345,178,643,6
407,305,258,297,3
120,33,117,281,2
236,220,114,176,3
136,62,37,603,5
239,160,85,141,3
212,199,44,378,3
142,431,310,678,6
509,385,419,319,10
310,230,187,226,3
117,35,122,506,5
151,93,127,249,2
416,291,422,716,9
341,274,153,263,3
398,330,269,295,3
229,130,95,260,3
292,124,357,23,0
146,84,33,158,2
213,167,180,50,3
374,170,385,203,0
137,127,73,230,2
178,124,118,229,2
235,83,92,102,3
232,209,148,268,3
318,169,99,122,3
